vendor_key,incumbent_vendor,incumbent_uei,number_of_cyber_it_awards,total_obligated_amount,expiring_value_6_months,expiring_value_12_months,expiring_value_24_months,average_contract_value,recompete_candidate_count,incumbent_concentration_score,incumbent_vulnerability_score,vulnerability_basis,pct_value_expired,pct_value_unknown_expiration,size_standard_shift,size_standard_basis,active_recompete_candidate_count,active_value
1073,"CYBERSTAR SOFTWARE, LLC",XPQ5L1B55NK3,2,22128480.71,0.0,0.0,0.0,11064240.36,2,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1074,"ANDWORX, LLC",FZ4NTBRD1KG1,10,22078701.76,0.0,18524621.76,18524621.76,2207870.18,10,0.01,0.0,value_weighted_near_term_share,3.1,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",1,18524621.76
1075,VENTECH SOLUTIONS INC,KUL3NEMACE79,9,22065969.44,0.0,0.0,0.0,2451774.38,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",0,0.0
1077,"IPT-EXETER, LLC",PYSHEN1JLLY7,7,21965937.950000003,0.0,0.0,1633079.89,3137991.14,7,0.01,0.0,value_weighted_near_term_share,61.3,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",1,1633079.89
1079,PERPETUAL TECHNOLOGIES INC,ESCHQK3CR4V7,4,21890006.79,0.0,0.0,0.0,5472501.7,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
1080,"VISTA TECHNOLOGY SERVICES, INC",KJVHDV9AYC87,10,21829875.11,0.0,0.0,0.0,2182987.51,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 25 readable determinations — per-procurement, directional",0,0.0
1084,"EQUINIX, INC",YFNWL5CNBK41,8,21735190.16,1154443.86,1154443.86,2191075.22,2716898.77,8,0.01,52.7,value_weighted_near_term_share,62.6,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",2,2191075.22
1086,ARCTIC SLOPE MISSION SERVICES LLC,WTJEFSM3P945,7,21650862.32,0.0,0.0,0.0,3092980.33,7,0.01,,no_forward_book,100.0,0.0,True,"latest of 4 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 3 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1089,"SNAP, INC",FUENZZ7CP922,7,21599534.77,0.0,0.0,0.0,3085647.82,7,0.01,0.0,value_weighted_near_term_share,77.6,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",1,2494448.46
1090,"TECHTREND, INC",U3QWA5LCAJ97,10,21516987.47,0.0,0.0,0.0,2151698.75,10,0.01,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 5 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1095,"KONIAG PROFESSIONAL SERVICES, LLC",LE5DMBV7HME5,4,21310597.23,0.0,0.0,0.0,5327649.31,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
1096,"CP MARINE, LLC",RFVGJGX8H5A8,6,21279484.4,0.0,0.0,0.0,3546580.73,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",0,0.0
1098,"KEYBRIDGE TECHNOLOGIES, LLC",ME9KE1Y5HCR8,17,21158773.11,0.0,0.0,0.0,1244633.71,17,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 24 readable determinations — per-procurement, directional",0,0.0
1099,CAMGIAN CORPORATION,HVLBJJBVSUP7,1,21112575.0,0.0,0.0,0.0,21112575.0,1,0.01,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,21112575.0
1103,"DUN & BRADSTREET, INC",NKBFT21NR4F5,1,20884351.63,0.0,0.0,0.0,20884351.63,1,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1106,"CHEROKEE FEDERAL SOLUTIONS, L.L.C",KLQWW7AB7288,6,20811714.29,0.0,0.0,0.0,3468619.05,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 31 readable determinations — per-procurement, directional",0,0.0
1107,"4M RESEARCH, INC",H8GHNMBMKML5,3,20781929.23,0.0,0.0,0.0,6927309.74,3,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1108,SANDOVAL TECHNOLOGY SOLUTIONS LLC,J5D2AFJK2ED3,3,20766146.55,0.0,0.0,0.0,6922048.85,3,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1109,"CYPHER ANALYTICS, INC",FEM5S7ZFRG44,8,20752533.6,0.0,0.0,0.0,2594066.7,8,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 25 readable determinations — per-procurement, directional",0,0.0
1111,TECHNOLOGY UNLIMITED GROUP,GAX3L178FCK5,6,20720975.47,0.0,0.0,0.0,3453495.91,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 23 readable determinations — per-procurement, directional",0,0.0
1113,SAWTST LLC,MQNHMXNFTSG8,3,20689384.76,0.0,0.0,0.0,6896461.59,3,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 76 readable determinations — per-procurement, directional",0,0.0
1116,"VICTORY GLOBAL SOLUTIONS, INC",HG3CGK3ZT3Y8,20,20585589.55,0.0,0.0,0.0,1029279.48,20,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 155 readable determinations — per-procurement, directional",0,0.0
1117,GLOBAL TECHNICAL SERVICES LLC,S8PTK2HD4AH3,19,20552226.08,0.0,0.0,0.0,1081696.11,19,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 28 readable determinations — per-procurement, directional",0,0.0
1119,SIMBA ENTERPRISES LLC,FP7KHNGMD4C3,7,20420877.84,713336.0,713336.0,713336.0,2917268.26,7,0.01,100.0,value_weighted_near_term_share,77.6,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",1,713336.0
1121,"WATERSHED SECURITY, LLC",U38TE1UQWJU7,9,20319767.07,0.0,0.0,0.0,2257751.9,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
1122,AATD LLC,X76KEVV61AM9,13,20199209.58,0.0,0.0,0.0,1553785.35,13,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 51 readable determinations — per-procurement, directional",0,0.0
1123,ALPHA COMMUNICATIONS SERVICES LLC,LJ16THMB2NM3,7,20157638.44,0.0,0.0,1097273.38,2879662.63,7,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",1,1097273.38
1124,ANSYS INC,TY4MJLKVJJ27,18,20129820.74,2358067.82,2358067.82,2358067.82,1118323.37,18,0.01,100.0,value_weighted_near_term_share,62.3,0.0,True,"latest of 326 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 325 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,2358067.82
1126,NEMEAN TRIDEUM JOINT VENTURE LLC,LVWBEXFDYJW9,5,20060195.63,0.0,0.0,0.0,4012039.13,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",0,0.0
1127,APPDDICTIONSTUDIO LIMITED LIABILITY COMPANY,WD4UD1FWVYL3,6,20028179.75,0.0,0.0,0.0,3338029.96,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 22 readable determinations — per-procurement, directional",0,0.0
1130,RIVA SOLUTIONS INC,E83BPDKCKUA8,7,19942382.4,0.0,0.0,0.0,2848911.77,7,0.01,,no_forward_book,100.0,0.0,True,"latest of 4 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1132,"DIGITAL ENTERPRISE SOLUTIONS, INC",FWXYRDUN7KL8,3,19894896.730000004,0.0,0.0,0.0,6631632.24,3,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",1,2328606.78
1133,PIONEER TECHNOLOGIES INC,T755YJSC82X1,5,19786449.33,0.0,0.0,0.0,3957289.87,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
1134,TUNDRA FEDERAL LLC,DUDQALWDJ4J5,7,19752824.59,0.0,0.0,0.0,2821832.08,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1135,U.S. INFORMATION TECHNOLOGIES CORPORATION,JAKKHGBKDCY8,12,19655681.5,0.0,0.0,0.0,1637973.46,12,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
1142,RWD CONSULTING LLC,M1RKCPJ88977,10,19459811.45,0.0,0.0,0.0,1945981.14,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
1143,"CORVID TECHNOLOGIES, LLC",DD7KTEMDG6A5,2,19456224.16,0.0,0.0,0.0,9728112.08,2,0.01,,no_forward_book,100.0,0.0,True,"latest of 11 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 8 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1144,AIX TECH LLC,CASLLXEHSN58,7,19418271.17,0.0,0.0,0.0,2774038.74,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
1146,INVOKE PUBLIC SECTOR USA LLC,C4CLBJLZLE13,10,19359305.31,0.0,0.0,3613246.0,1935930.53,10,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",1,3613246.0
1148,GOVCONNECTION INC,GLGWMH9BMP76,19,19236601.54,0.0,663087.9,663087.9,1012452.71,19,0.01,0.0,value_weighted_near_term_share,72.1,0.0,True,"latest of 294 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 293 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,663087.9
1149,ENTERPRISE HORIZON CONSULTING GROUP,ER7GLEL2CE99,13,19232359.86,0.0,0.0,0.0,1479412.3,13,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 18 readable determinations — per-procurement, directional",0,0.0
1152,"COSOLUTIONS EIS JV, LLC",T7YHKHCDQWD7,4,19157102.96,0.0,0.0,0.0,4789275.74,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1156,RED RIVER MANAGED SERVICES LLC,M1N8E1S82YE5,6,18936718.63,0.0,0.0,0.0,3156119.77,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 30 readable determinations — per-procurement, directional",0,0.0
1160,"VERTOSOFT, LLC",Y7D5MXRU2839,13,18772946.34,0.0,0.0,0.0,1444072.8,13,0.01,0.0,value_weighted_near_term_share,26.5,0.0,False,"no S->O transition across 60 readable determinations — per-procurement, directional",1,1032480.0
1161,SPAARK INC,TLEPBL15PCM9,5,18751927.65,4279462.08,4279462.08,4279462.08,3750385.53,5,0.01,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",1,4279462.08
1164,COLUMBIA LIGHTHOUSE FOR THE BLIND,PDQNKKD3FCD9,3,18740965.65,0.0,0.0,0.0,6246988.55,3,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1169,"ALEUT MANAGEMENT SERVICES, LLC",UCT5BQ3ZN728,11,18533927.15,1970504.19,1970504.19,1970504.19,1684902.47,11,0.01,100.0,value_weighted_near_term_share,43.2,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",1,1970504.19
1170,IMMERSIVE CONCEPTS L.L.C,JKFKV8NBQCH3,7,18454964.83,0.0,0.0,0.0,2636423.55,7,0.01,0.0,value_weighted_near_term_share,68.8,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",1,1811488.99
1171,"OPTIVOR TECHNOLOGIES, LLC",EYHLE7YTGF55,16,18438172.97,0.0,0.0,0.0,1152385.81,16,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 151 readable determinations — per-procurement, directional",0,0.0
1174,"FIVE RIVERS ANALYTICS, LLC",ZLMFXJ56W592,4,18290659.61,0.0,0.0,5335054.57,4572664.9,4,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",1,5335054.57
1175,JACOBS ENGINEERING GROUP INC,LKTBLK9RBZ53,7,18266586.05,0.0,0.0,0.0,2609512.29,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 133 readable determinations — per-procurement, directional",0,0.0
1176,IRIDIUM SATELLITE LLC,HDGMK3RKNGC1,4,18181719.8,0.0,0.0,0.0,4545429.95,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1177,"GNOSTECH, LLC",K2TJQCS1RK49,6,18161228.5,0.0,0.0,0.0,3026871.42,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 15 readable determinations — per-procurement, directional",0,0.0
1178,UNISON SOFTWARE INC,WK4KLC4ZBNF8,5,18156482.25,0.0,0.0,0.0,3631296.45,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",0,0.0
1180,"ONYX CONSULTING SERVICES, LLC",XMC4XTJ7AQK1,4,18077813.67,0.0,0.0,0.0,4519453.42,4,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1181,"LEXES ASSOCIATES, INC",SKGMS17MLE85,22,18063718.77,3681480.8,3681480.8,3681480.8,821078.13,22,0.01,100.0,value_weighted_near_term_share,50.1,0.0,False,"no S->O transition across 24 readable determinations — per-procurement, directional",3,3681480.8
1187,TRILLION TECHNOLOGY SOLUTIONS INC,JL52GGBB7YE5,10,17924666.959999997,3126816.29,3126816.29,3126816.29,1792466.7,10,0.01,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 14 readable determinations — per-procurement, directional",1,3126816.29
1188,"RB CONTINUUM, INC",SNZEAMGH7LR8,1,17875503.12,0.0,0.0,0.0,17875503.12,1,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",1,17875503.12
1190,GLASSHOUSE SYSTEMS INC,HC9BNH3BCHY4,1,17867275.25,0.0,0.0,0.0,17867275.25,1,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1191,"PIFINITY, INC",MH2YE643AMD7,8,17797432.89,0.0,0.0,0.0,2224679.11,8,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 30 readable determinations — per-procurement, directional",0,0.0
1193,"SECURE ENTERPRISE ENGINEERING, LLC",LMGFVMUM6DN4,3,17775460.05,0.0,0.0,0.0,5925153.35,3,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1195,"LOUI CONSULTING GROUP, INC",GKLEN29JEYF6,4,17754474.56,0.0,0.0,0.0,4438618.64,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",0,0.0
1202,"OBJECT CTALK, INC",EMT5K9HHKBU5,4,17649511.54,0.0,0.0,0.0,4412377.88,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
1203,ENGLOBAL GOVERNMENT SERVICES INC,NY2KGA8YGG69,6,17618515.8,0.0,0.0,0.0,2936419.3,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 32 readable determinations — per-procurement, directional",0,0.0
1204,"OASIS ADVANCED ENGINEERING, INC",KDM2B1EFDB51,3,17573556.52,0.0,0.0,0.0,5857852.17,3,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1205,INKIT INC,L5NWGC8H7875,2,17549825.0,0.0,0.0,0.0,8774912.5,2,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1206,ARGOS BUSINESS INNOVATIONS LLC,YEJ4UCVHVVP6,10,17531657.560000002,0.0,0.0,0.0,1753165.76,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 41 readable determinations — per-procurement, directional",0,0.0
1209,"PROGRAM MANAGEMENT AND TECHNOLOGY SERVICES, INC",TLATFZTDFMT9,11,17504949.749999996,0.0,0.0,0.0,1591359.07,11,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 14 readable determinations — per-procurement, directional",0,0.0
1210,"ARELI, INC",ERN6V77DTTC4,11,17492293.95,0.0,0.0,0.0,1590208.54,11,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",0,0.0
1211,RMC 2021 LLC,SGJHRZTPUT31,6,17443200.64,7634157.17,7634157.17,7634157.17,2907200.11,6,0.01,100.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 58 NAICS 541690 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 10 total), with 48 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,7634157.17
1212,NETIZEN CORPORATION,G721JWX7HGQ1,9,17435871.83,0.0,0.0,0.0,1937319.09,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 14 readable determinations — per-procurement, directional",0,0.0
1214,"QUALITY SOLUTIONS ALLIANCE, LLC",CUYMB9PW1KZ5,6,17401074.439999998,0.0,0.0,0.0,2900179.07,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",0,0.0
1216,"THE GEMINI 3 GROUP, INC",V1B6KVFQEW69,8,17359693.96,578281.44,578281.44,578281.44,2169961.74,8,0.01,100.0,value_weighted_near_term_share,88.2,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",1,578281.44
1220,"CUSTOMER VALUE PARTNERS, LLC",L6R3M86AFBB5,2,17329511.880000003,0.0,0.0,0.0,8664755.94,2,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1222,"ASK SAGE, INC",W9X4EWLUBAW1,8,17288647.62,475000.0,475000.0,475000.0,2161080.95,8,0.01,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 36 readable determinations — per-procurement, directional",1,475000.0
1223,PRIME MECHANICAL OF WISCONSIN LLC,RBDQE7EG78D6,6,17267723.299999997,987967.0,987967.0,987967.0,2877953.88,6,0.01,100.0,value_weighted_near_term_share,52.3,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",1,987967.0
1226,GEOSPATIAL CONSULTING GROUP INTERNATIONAL LLC,WJSNK9P9UCY3,5,17170945.880000003,0.0,0.0,0.0,3434189.18,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
1227,CHAINBRIDGE SOLUTIONS INCORPORATED,K7UNTJVBN6M3,7,17124408.87,0.0,0.0,0.0,2446344.12,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",0,0.0
1228,"ESSNOVA SOLUTIONS, INC",JY5MNLLPX1K5,17,17076666.22,0.0,0.0,450488.24,1004509.78,17,0.01,0.0,value_weighted_near_term_share,77.5,0.0,False,"no S->O transition across 42 readable determinations — per-procurement, directional",1,450488.24
1231,ANALYTICX LLC,JAHTV37M5U36,6,17040463.36,0.0,0.0,2857088.41,2840077.23,6,0.01,0.0,value_weighted_near_term_share,38.9,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",1,2857088.41
1233,"TROFHOLZ TECHNOLOGIES, INC",XAEUBGCDG9L5,10,16919369.58,0.0,0.0,0.0,1691936.96,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 22 readable determinations — per-procurement, directional",0,0.0
1237,"HALFAKER AND ASSOCIATES, LLC",LYM9Q2MCEDY3,6,16836349.09,0.0,0.0,0.0,2806058.18,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",0,0.0
1238,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,CVRDPLPAR5D3,13,16825654.71,0.0,0.0,0.0,1294281.13,13,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 32 readable determinations — per-procurement, directional",0,0.0
1242,ADVANCED NAVIGATION & POSITIONING CORPORATION,TXANNMGHB6N5,3,16775402.02,0.0,0.0,0.0,5591800.67,3,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1243,UNIQUE COMMUNICATIONS SOLUTIONS,KNV4PJ97XVN5,9,16737890.87,0.0,0.0,0.0,1859765.65,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 60 readable determinations — per-procurement, directional",0,0.0
1244,EVANHOE & ASSOCIATES INC,LWTABXT9CEA8,9,16736509.13,0.0,0.0,0.0,1859612.13,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 20 readable determinations — per-procurement, directional",0,0.0
1246,MYMIC LLC,WB6UP5PWNR89,2,16563063.03,0.0,0.0,0.0,8281531.52,2,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 16 readable determinations — per-procurement, directional",0,0.0
1248,"KRATOS DEFENSE & ROCKET SUPPORT SERVICES, INC",XF6AHNQFTXU5,5,16508668.45,0.0,0.0,0.0,3301733.69,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 58 readable determinations — per-procurement, directional",0,0.0
1250,"BREAKPOINT LABS, L.L.C",WAU7C2EAKGN9,5,16423886.84,0.0,0.0,0.0,3284777.37,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1254,"TRACE3 GOVERNMENT, LLC",WL9HGM6PCK53,16,16308021.08,0.0,0.0,0.0,1019251.32,16,0.01,,no_forward_book,100.0,0.0,True,"latest of 63 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 59 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1255,SILOTECH GROUP INC,KJPRA6L5XAM4,8,16307306.69,0.0,0.0,0.0,2038413.34,8,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 23 readable determinations — per-procurement, directional",0,0.0
1256,"AMERICAN WORDATA, INC",G4L6RJS94VP9,22,16289363.85,0.0,0.0,0.0,740425.63,22,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 402 readable determinations — per-procurement, directional",0,0.0
1257,"ANDURIL INDUSTRIES, INC",JA9NV8H3L2T9,3,16285014.0,0.0,0.0,0.0,5428338.0,3,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1258,"HARMONIA HOLDINGS GROUP, LLC",SJHANNQ8XZT6,5,16219359.44,0.0,0.0,0.0,3243871.89,5,0.01,,no_forward_book,100.0,0.0,True,"latest of 5 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1259,NEXTSTEP TECHNOLOGY INC,MFP3NPP378C5,6,16142291.650000002,0.0,0.0,0.0,2690381.94,6,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 27 readable determinations — per-procurement, directional",0,0.0
1260,"KNOWESIS, INC",MB5LN5B93QW7,11,16117161.63,0.0,0.0,0.0,1465196.51,11,0.01,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541611 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 3 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1265,TARGET MEDIA-MID ATLANTIC INC,SRF7JMZEHQN6,9,15964026.71,0.0,0.0,0.0,1773780.75,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",0,0.0
1267,G2S CORP,R875BEBFLMU4,7,15939159.34,0.0,0.0,0.0,2277022.76,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
1270,FALCONWOOD,JVMNF4DN5XT7,2,15880874.18,0.0,0.0,0.0,7940437.09,2,0.01,0.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 13 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 6 total), with 7 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,6476802.64
1271,COMMUNITYFORCE INCORPORATED,RKYDLCGDCHM3,2,15867163.6,0.0,0.0,5030860.85,7933581.8,2,0.01,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,5030860.85
1275,"NAKUPUNA PRIME, LLC",QEX5RKDK18L8,3,15787531.36,0.0,0.0,0.0,5262510.45,3,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",1,741396.36
1278,"INDIGO IT, LLC",NXTBL1MCMY17,4,15738564.36,0.0,0.0,0.0,3934641.09,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
1280,"ODYSSEY SYSTEMS CONSULTING GROUP, LTD",GUXLUYETMM48,26,15584181.8,0.0,0.0,0.0,599391.61,26,0.01,,no_forward_book,100.0,0.0,True,"latest of 32 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 31 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1284,"NETSYNC NETWORK SOLUTIONS, INC",HJ4MSGDU9634,10,15433659.35,0.0,0.0,0.0,1543365.94,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 30 readable determinations — per-procurement, directional",0,0.0
1287,CLEARAVENUE LLC,TZJXKXNHDLX1,2,15380732.52,0.0,0.0,0.0,7690366.26,2,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
1293,PERATON SERVICES & SOLUTIONS INC,ZE9TY38NZB65,4,15181179.99,0.0,0.0,0.0,3795295.0,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",0,0.0
1297,"VISTRONIX, LLC",XPRKVQ956WB4,1,15107093.97,0.0,0.0,0.0,15107093.97,1,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1298,THE KENIFIC GROUP LLC,E2PHGXXFKM91,3,15082104.349999998,8806630.62,8806630.62,8806630.62,5027368.12,3,0.01,100.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 3 NAICS 541513 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,8806630.62
1300,ISPA TECHNOLOGY LLC,XGD4KR3RMXQ6,7,15031029.44,0.0,0.0,0.0,2147289.92,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 19 readable determinations — per-procurement, directional",0,0.0
