vendor_key,incumbent_vendor,incumbent_uei,number_of_cyber_it_awards,total_obligated_amount,expiring_value_6_months,expiring_value_12_months,expiring_value_24_months,average_contract_value,recompete_candidate_count,incumbent_concentration_score,incumbent_vulnerability_score,vulnerability_basis,pct_value_expired,pct_value_unknown_expiration,size_standard_shift,size_standard_basis,active_recompete_candidate_count,active_value
1301,DECISIONONE CORP,UUTUC9PYVMF2,9,15014449.1,0.0,0.0,0.0,1668272.12,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 69 readable determinations — per-procurement, directional",0,0.0
1302,Q-TECH LLC,KSW2L65NPBL6,10,15007781.29,0.0,0.0,0.0,1500778.13,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 19 readable determinations — per-procurement, directional",0,0.0
1303,AI SOLUTIONS INC,FENSSV95CXM1,1,14981204.74,0.0,0.0,0.0,14981204.74,1,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
1304,WISENGINEERING LLC,WZBHJ1VFCMS3,7,14942901.1,0.0,0.0,0.0,2134700.16,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 44 readable determinations — per-procurement, directional",0,0.0
1305,"SPECPRO MANAGEMENT SERVICES, LLC",KC5VSGHSB424,6,14928867.29,0.0,0.0,0.0,2488144.55,6,0.01,,no_forward_book,100.0,0.0,True,"latest of 5 NAICS 541611 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1307,NORTHERN TECHNOLOGIES GROUP INC,J7FHDGM2HAM8,6,14857406.31,4498698.22,4498698.22,4498698.22,2476234.38,6,0.01,100.0,value_weighted_near_term_share,41.5,0.0,False,"no S->O transition across 18 readable determinations — per-procurement, directional",1,4498698.22
1308,NETORIAN LIMITED LIABILITY COMPANY,J8KVPPKDM1C3,2,14844747.85,0.0,0.0,0.0,7422373.93,2,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1310,CONCURRENT TECHNOLOGIES CORP,KNW6WWRKELJ3,3,14829635.34,0.0,0.0,12581056.8,4943211.78,3,0.01,0.0,value_weighted_near_term_share,5.2,0.0,False,"no S->O transition across 31 readable determinations — per-procurement, directional",1,12581056.8
1312,BRZ INC,CHGSH21KTNK3,2,14763140.96,0.0,0.0,0.0,7381570.48,2,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1313,"APOGEE ENGINEERING, LLC",KC9TJYEW3KC4,7,14758640.9,0.0,0.0,0.0,2108377.27,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 53 readable determinations — per-procurement, directional",0,0.0
1315,"CYBER SOLUTIONS & SERVICES, INC",Z9YUSNGQNAA6,6,14711940.1,0.0,0.0,2671620.3,2451990.02,6,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",1,2671620.3
1319,DECYPHER TECHNOLOGIES LTD,CN33HLU1NBS9,5,14668475.720000004,0.0,0.0,0.0,2933695.14,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
1321,"AVERTIUM TENNESSEE, INC",DMZXZJN6M5U3,7,14639916.34,0.0,0.0,0.0,2091416.62,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",0,0.0
1329,MARITIME SURVEILLANCE ASSOCIATES INC,R8NBLLWCK368,11,14430244.8,0.0,0.0,0.0,1311840.44,11,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
1330,"GREYSTONES CONSULTING GROUP, LLC",X5UBMDXTTTQ7,5,14425925.410000002,0.0,0.0,0.0,2885185.08,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",0,0.0
1331,TECHANAX LLC,DJJ8LJTNK156,22,14421840.62,0.0,0.0,0.0,655538.21,22,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 105 readable determinations — per-procurement, directional",0,0.0
1332,"NAPAKIAK VENTURES, LLC",YNA7UEAPU1Y1,2,14420543.34,0.0,0.0,0.0,7210271.67,2,0.01,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,2471570.28
1333,"HIGHACTION, LLC",YYLDPHP3Y756,3,14415226.12,0.0,0.0,0.0,4805075.37,3,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1334,"QUALITY SYSTEMS MANAGEMENT, INC",DS8KNSY6UQB6,7,14399445.759999998,0.0,0.0,0.0,2057063.68,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
1336,SAVVEE INC,WFL8MLY42MN8,7,14345032.64,0.0,0.0,0.0,2049290.38,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 19 readable determinations — per-procurement, directional",0,0.0
1337,"EXETER GOVERNMENT SERVICES, LLC",MLXLGZJNG8H4,10,14320161.29,0.0,0.0,0.0,1432016.13,10,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
1339,"PINNACLE SOLUTIONS, LLC",VKXJJWSTE438,11,14262999.38,0.0,0.0,0.0,1296636.31,11,0.01,,no_forward_book,100.0,0.0,True,"latest of 3 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1343,"CHESAPEAKE TECHNOLOGY INTERNATIONAL, CORP",LAVARTMKKHT5,7,14108867.840000002,0.0,0.0,0.0,2015552.55,7,0.01,,no_forward_book,100.0,0.0,True,"latest of 12 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 10 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1344,"POWERTRAIN, INC",FFFBN9JMAKK3,3,14102363.73,0.0,0.0,0.0,4700787.91,3,0.01,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,6045808.59
1346,G. C. MICRO CORPORATION,DF1HR8L5BDB4,11,14043324.26,0.0,0.0,0.0,1276665.84,11,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 209 readable determinations — per-procurement, directional",0,0.0
1351,"SABEL SYSTEMS TECHNOLOGY SOLUTIONS, LLC",F65SGFW2TUC6,5,13863425.18,0.0,0.0,0.0,2772685.04,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",0,0.0
1354,LBO TECHNOLOGY LLC,NBHLZDBCRVJ1,7,13751946.34,2042289.0,2042289.0,2042289.0,1964563.76,7,0.01,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",1,2042289.0
1355,"SOFTWARE AG GOVERNMENT SOLUTIONS, INC",GGEBV9FB95D3,4,13651999.7,0.0,0.0,0.0,3412999.92,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 5 readable determinations — per-procurement, directional",0,0.0
1356,UNISON COST ENGINEERING LLC,L3ZCKJN1YZL4,8,13651669.44,0.0,0.0,0.0,1706458.68,8,0.01,,no_forward_book,100.0,0.0,True,"latest of 11 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 8 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1361,"INTELLIGENCE, COMMUNICATIONS AND ENGINEERING, INC",S5TZMUTK8V28,2,13537636.28,0.0,0.0,0.0,6768818.14,2,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1363,"MCS OF TAMPA, INC",V46DN5AQ9MS6,16,13500459.32,0.0,0.0,0.0,843778.71,16,0.01,,no_forward_book,100.0,0.0,True,"latest of 9 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 6 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1365,STS SYSTEMS DEFENSE LLC,E851ND24QMX9,4,13493174.57,0.0,0.0,0.0,3373293.64,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 33 readable determinations — per-procurement, directional",0,0.0
1366,LIONA ENTERPRISES INC,VF7NT1YFNBN3,9,13469920.13,0.0,0.0,0.0,1496657.79,9,0.01,,no_forward_book,100.0,0.0,True,"latest of 16 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 14 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1367,CYDAPTIV SOLUTIONS INC,YUXRNXBQKKQ4,5,13452358.36,2880216.0,2880216.0,3393267.6,2690471.67,5,0.01,84.9,value_weighted_near_term_share,69.7,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",2,3393267.6
1368,SPATIAL INTEGRATED SYSTEMS INC,PR5MRFMCH3W7,19,13452117.680000002,0.0,0.0,0.0,708006.19,19,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 156 readable determinations — per-procurement, directional",0,0.0
1374,"UNIVERSITY OF TEXAS SYSTEM, THE",V2G5SH15BA45,11,13368981.72,0.0,0.0,0.0,1215361.97,11,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",0,0.0
1376,RED ALPHA LLC,L6MJSNNQS7M1,5,13295434.78,0.0,0.0,0.0,2659086.96,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1379,"HANA TECHNOLOGIES & SYSTEMS, INC",HXMUDFYJVL42,12,13244430.61,1375196.0,1375196.0,1375196.0,1103702.55,12,0.01,100.0,value_weighted_near_term_share,50.4,0.0,False,"no S->O transition across 35 readable determinations — per-procurement, directional",1,1375196.0
1380,"MODERN TECHNOLOGY SOLUTIONS, INC",R8KMUKAJRKJ6,2,13239441.79,7401054.98,7401054.98,7401054.98,6619720.9,2,0.01,100.0,value_weighted_near_term_share,44.1,0.0,True,"latest of 11 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 10 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,7401054.98
1387,"BEAR RIVER ASSOCIATES, INC",JCL4QK95MVJ5,3,13062672.15,0.0,0.0,0.0,4354224.05,3,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1389,LASTWALL CORP,DGLNFE65EYH3,8,13058250.0,0.0,0.0,0.0,1632281.25,8,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 10 readable determinations — per-procurement, directional",0,0.0
1390,"PULSAR INFORMATICS, INC",G6MEDJJBE8F7,2,13050990.0,0.0,0.0,0.0,6525495.0,2,0.01,0.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,6902043.0
1391,"CODE PLUS, INC",P2KGKKR2BFC1,7,13045039.01,0.0,0.0,0.0,1863577.0,7,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",0,0.0
1402,"CHAMELEON CONSULTING GROUP, LLC",SUG3WTHZSQK3,10,12831101.6,0.0,0.0,0.0,1283110.16,10,0.01,,no_forward_book,100.0,0.0,True,"latest of 12 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 9 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1403,"FEDERAL STRATEGIES, LLC",MNGJSJRSAX25,5,12830232.23,1842106.0,1842106.0,1842106.0,2566046.45,5,0.01,100.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 24 readable determinations — per-procurement, directional",1,1842106.0
1407,S2I2 INC,DQKRJT2C7AB5,5,12729326.07,0.0,0.0,0.0,2545865.21,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",0,0.0
1408,SYNERGETICS INCORPORATED,LF2NR9LR1EM4,4,12705247.43,0.0,0.0,0.0,3176311.86,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1413,"A2M CONSULTING, LLC",EYHNRSJXNGK9,5,12599660.73,0.0,0.0,0.0,2519932.15,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 12 readable determinations — per-procurement, directional",0,0.0
1417,DUCHANCELL ENGINEERING CONSULTING LLC,NG2LMHAKSM55,1,12503803.71,0.0,0.0,12503803.71,12503803.71,1,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",1,12503803.71
1419,MOEBIUS SOLUTIONS INC,W14HEX5YCJU3,5,12489379.18,0.0,0.0,0.0,2497875.84,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 15 readable determinations — per-procurement, directional",0,0.0
1422,GMC TEK LLC,PK59JVQEPPL9,9,12452569.68,0.0,0.0,0.0,1383618.85,9,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 43 readable determinations — per-procurement, directional",0,0.0
1429,EXCIDION INC,JT6KEKVGC7T5,4,12289471.919999998,0.0,0.0,0.0,3072367.98,4,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1436,"1 SYNC TECHNOLOGIES, LLC",SHKSNU48JHZ7,6,12128778.72,0.0,0.0,2237843.48,2021463.12,6,0.01,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 16 readable determinations — per-procurement, directional",1,2237843.48
1443,CERNER CORPORATION,DMHXTXRARC74,4,12051934.9,0.0,0.0,0.0,3012983.72,4,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1445,TCOOMBS & ASSOCIATES LLC,FVTHPRG3AY23,1,12050067.89,0.0,0.0,0.0,12050067.89,1,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1447,"IEM INTERNATIONAL, INC",MES2SE62JGL3,4,11981116.31,0.0,0.0,0.0,2995279.08,4,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1449,AGOVX LLC,K3SJDRF93F61,10,11963913.9,686489.6,686489.6,686489.6,1196391.39,10,0.01,100.0,value_weighted_near_term_share,83.4,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",1,686489.6
1451,T1 CONSTRUCTION LLC,HJ7KYMSUEZE9,8,11928187.02,0.0,0.0,0.0,1491023.38,8,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",0,0.0
1455,AMERICAN DATA SOLUTIONS LLC,GSX6MPLDM8B7,1,11858855.86,0.0,0.0,0.0,11858855.86,1,0.01,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1457,"TECHNUF, LLC",KAEHGAS4WKH7,5,11768872.599999998,0.0,0.0,0.0,2353774.52,5,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1458,"CODELYNX, INC",PB5MZRUJ2867,2,11750734.04,0.0,0.0,0.0,5875367.02,2,0.01,,no_forward_book,100.0,0.0,True,"latest of 3 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1461,TELECOMMUNICATION SOLUTIONS GROUP INC,VZZDQJ565K65,14,11711350.81,0.0,0.0,0.0,836525.06,14,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 35 readable determinations — per-procurement, directional",0,0.0
1462,"TDI TECHNOLOGIES, INC",KML7LB78R5F5,8,11710372.52,0.0,0.0,0.0,1463796.56,8,0.01,,no_forward_book,100.0,0.0,False,"no S->O transition across 46 readable determinations — per-procurement, directional",0,0.0
1470,ASSYST INC,DN1BFF3CJ7E3,9,11555949.05,0.0,0.0,0.0,1283994.34,9,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 22 readable determinations — per-procurement, directional",0,0.0
1472,"SSB, INC",HFQ2S6T1XE48,3,11546890.39,0.0,0.0,0.0,3848963.46,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1474,"GC&E FEDERAL, LLC",XJF3KGSUK9F7,4,11535797.47,0.0,0.0,0.0,2883949.37,4,0.0,0.0,value_weighted_near_term_share,74.7,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",1,1338118.43
1476,INTELLECTECHS INC,ZG8PLF5N4NL1,5,11518815.86,0.0,0.0,2419411.08,2303763.17,5,0.0,0.0,value_weighted_near_term_share,25.4,0.0,False,"no S->O transition across 14 readable determinations — per-procurement, directional",1,2419411.08
1478,OWL CYBER DEFENSE SOLUTIONS LLC,DG87J5EZLC94,6,11483363.73,0.0,3322868.0,3322868.0,1913893.96,6,0.0,0.0,value_weighted_near_term_share,0.0,0.0,True,"latest of 5 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 4 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,3322868.0
1479,SYNERGY BUSINESS INNOVATION & SOLUTIONS INC,UDNBG3G6ZMM6,5,11471194.59,0.0,0.0,0.0,2294238.92,5,0.0,,no_forward_book,100.0,0.0,True,"latest of 11 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 10 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1481,"SOLUTIONS FOR INFORMATION DESIGN, INC",P3FJBN34BJJ7,4,11455202.39,0.0,0.0,0.0,2863800.6,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",0,0.0
1485,"ETHIC TECH, LLC",PSJHFXBF4GJ9,8,11361365.29,0.0,0.0,0.0,1420170.66,8,0.0,0.0,value_weighted_near_term_share,51.7,0.0,False,"no S->O transition across 17 readable determinations — per-procurement, directional",2,1235220.48
1486,LONGEVITI LLC,W6A5C6S6JXQ6,4,11360915.39,0.0,3605206.76,3605206.76,2840228.85,4,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",1,3605206.76
1487,"TRIDEA WORKS, LLC",DENNZJZSZR13,7,11345578.47,0.0,0.0,0.0,1620796.92,7,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",0,0.0
1491,GENERAL DYNAMICS GOVERNMENT SY,WYY9RQ791KU3,1,11256683.69,0.0,0.0,0.0,11256683.69,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 3 readable determinations — per-procurement, directional",0,0.0
1493,SOFWARE LLC,LEBYGUQX4297,6,11225901.74,0.0,0.0,0.0,1870983.62,6,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
1494,ESI ACQUISITION INC,PJF7XKQGSDC7,1,11193013.8,11193013.8,11193013.8,11193013.8,11193013.8,1,0.0,100.0,value_weighted_near_term_share,0.0,0.0,,insufficient determinations (<3 per NAICS cell),1,11193013.8
1499,FOCUSED SUPPORT LLC,PQ98UGXGHKK4,7,11114782.3,0.0,0.0,0.0,1587826.04,7,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
1505,"SVD STARS II, LLC",K4DUSJ2C1L19,4,11063858.4,0.0,0.0,0.0,2765964.6,4,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 4 readable determinations — per-procurement, directional",0,0.0
1506,"TACTICAL ENGINEERING & ANALYSIS, INC",V1MVHTMMJNV5,1,11035341.0,0.0,0.0,0.0,11035341.0,1,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 66 readable determinations — per-procurement, directional",0,0.0
1511,"CREATIVE ENTERPRISE SOLUTIONS, L.L.C",MLYGWA4C1RB8,3,10964458.14,0.0,0.0,0.0,3654819.38,3,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 8 readable determinations — per-procurement, directional",0,0.0
1514,TREK10 INC,K5ARZDMKC134,9,10884349.739999998,0.0,0.0,0.0,1209372.19,9,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 20 readable determinations — per-procurement, directional",0,0.0
1516,"IST RESEARCH, LLC",L5SPUJ6EPWB6,1,10857104.62,0.0,0.0,0.0,10857104.62,1,0.0,,no_forward_book,100.0,0.0,True,"latest of 3 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1517,"CRUCIAL SECURITY, INC",SUX6GZGMGGG6,1,10831009.18,0.0,0.0,0.0,10831009.18,1,0.0,,no_forward_book,100.0,0.0,,insufficient determinations (<3 per NAICS cell),0,0.0
1521,DS GOVERNMENT SOLUTIONS CORP,G9CFE47C2GS6,7,10802839.3,0.0,0.0,0.0,1543262.76,7,0.0,,no_forward_book,100.0,0.0,True,"latest of 22 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 20 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
1526,"ITSTARS2, LLC",J4X1B3JJN6Q7,6,10770732.19,0.0,0.0,4181151.8,1795122.03,6,0.0,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 11 readable determinations — per-procurement, directional",2,4181151.8
1529,REVACOMM INC,P84ADW45LPG8,6,10692684.59,0.0,0.0,0.0,1782114.1,6,0.0,,no_forward_book,100.0,0.0,False,"no S->O transition across 18 readable determinations — per-procurement, directional",0,0.0
